date,year,month,region,industry,salary_uah
2024-10-01,2024,10,Україна,Будівництво,16307.0
2024-10-01,2024,10,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,24600.0
2024-10-01,2024,10,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",20286.0
2024-10-01,2024,10,Україна,"Водопостачання; каналізація, поводження з відходами",16446.0
2024-10-01,2024,10,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",20972.0
2024-10-01,2024,10,Україна,Інформація та телекомунікації,51060.0
2024-10-01,2024,10,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",18700.0
2024-10-01,2024,10,Дніпропетровська,Усього,21622.0
2024-10-01,2024,10,Запорізька,Усього,18739.0
2024-10-01,2024,10,Донецька,Усього,21291.0
2024-10-01,2024,10,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,17078.0
2024-10-01,2024,10,Україна,Освіта,14049.0
2024-10-01,2024,10,Київська,Усього,20915.0
2024-10-01,2024,10,Україна,Операції з нерухомим майном,19195.0
2024-10-01,2024,10,Україна,Усього,20821.0
2024-10-01,2024,10,Україна,"Професійна, наукова та технічна діяльність",28058.0
2024-10-01,2024,10,Україна,Надання інших видів послуг,24466.0
2024-10-01,2024,10,Україна,"Мистецтво, спорт, розваги та відпочинок",15372.0
2024-10-01,2024,10,Україна,Охорона здоров'я та надання соціальної допомоги,16556.0
2024-10-01,2024,10,Івано-Франківська,Усього,16627.0
2024-10-01,2024,10,Україна,Державне управління й оборона; обов'язкове соціальне страхування,27281.0
2024-10-01,2024,10,Львівська,Усього,18863.0
2024-10-01,2024,10,Київ,Усього,31796.0
2024-10-01,2024,10,Одеська,Усього,17254.0
2024-10-01,2024,10,Харківська,Усього,17769.0
2024-10-01,2024,10,Полтавська,Усього,18502.0
2024-11-01,2024,11,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,23296.0
2024-11-01,2024,11,Україна,Авіаційний транспорт,41267.0
2024-11-01,2024,11,Україна,Наземний і трубопровідний транспорт,18795.0
2024-11-01,2024,11,Україна,"Діяльність у сфері творчості, мистецтва та розваг",12774.0
2024-11-01,2024,11,Україна,Добування кам'яного та бурого вугілля,29316.0
2024-11-01,2024,11,Україна,Виробництво електричного устатковання,20029.0
2024-11-01,2024,11,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,40805.0
2024-11-01,2024,11,Україна,Сільське господарство та надання пов'язаних із ними послуг,17349.0
2024-11-01,2024,11,Україна,Виробництво коксу та продуктів нафтоперероблення,23278.0
2024-11-01,2024,11,Україна,"Сільське господарство, лісове господарство та рибне господарство",17739.0
2024-11-01,2024,11,Україна,Виробництво хімічних речовин і хімічної продукції,18426.0
2024-11-01,2024,11,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",12762.0
2024-11-01,2024,11,Україна,Водний транспорт,25793.0
2024-11-01,2024,11,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",32819.0
2024-11-01,2024,11,Україна,Поштова та кур'єрська діяльність,16674.0
2024-11-01,2024,11,Україна,Наукові дослідження та розробки,21730.0
2024-11-01,2024,11,Україна,Охорона здоров'я,16864.0
2024-11-01,2024,11,Україна,"Виробництво машин і устатковання, н.в.і.у.",19306.0
2024-11-01,2024,11,Україна,Тимчасове розміщування й організація харчування,15626.0
2024-11-01,2024,11,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",24793.0
2024-11-01,2024,11,Україна,Переробна промисловість,21796.0
2024-11-01,2024,11,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",14274.0
2024-11-01,2024,11,Україна,Добувна промисловість і розроблення кар'єрів,26949.0
2024-11-01,2024,11,Україна,Фінансова та страхова діяльність,40386.0
2024-11-01,2024,11,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",20918.0
2024-11-01,2024,11,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",26808.0
2024-11-01,2024,11,Україна,Промисловість,22735.0
2024-11-01,2024,11,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",19841.0
2024-11-01,2024,11,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",25075.0
2024-11-01,2024,11,Україна,Будівництво,16573.0
2024-11-01,2024,11,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,24906.0
2024-11-01,2024,11,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",20577.0
2024-11-01,2024,11,Україна,"Водопостачання; каналізація, поводження з відходами",16542.0
2024-11-01,2024,11,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",21125.0
2024-11-01,2024,11,Україна,Інформація та телекомунікації,51425.0
2024-11-01,2024,11,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",18975.0
2024-11-01,2024,11,Дніпропетровська,Усього,21880.0
2024-11-01,2024,11,Запорізька,Усього,18897.0
2024-11-01,2024,11,Донецька,Усього,21424.0
2024-11-01,2024,11,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,17194.0
2024-11-01,2024,11,Україна,Освіта,14165.0
2024-11-01,2024,11,Київська,Усього,21073.0
2024-11-01,2024,11,Україна,Операції з нерухомим майном,19333.0
2024-11-01,2024,11,Україна,Усього,21016.0
2024-11-01,2024,11,Україна,"Професійна, наукова та технічна діяльність",28215.0
2024-11-01,2024,11,Україна,Надання інших видів послуг,24654.0
2024-11-01,2024,11,Україна,"Мистецтво, спорт, розваги та відпочинок",15530.0
2024-11-01,2024,11,Україна,Охорона здоров'я та надання соціальної допомоги,16595.0
2024-11-01,2024,11,Івано-Франківська,Усього,16739.0
2024-11-01,2024,11,Україна,Державне управління й оборона; обов'язкове соціальне страхування,27610.0
2024-11-01,2024,11,Львівська,Усього,19017.0
2024-11-01,2024,11,Київ,Усього,32031.0
2024-11-01,2024,11,Одеська,Усього,17450.0
2024-11-01,2024,11,Харківська,Усього,17952.0
2024-11-01,2024,11,Полтавська,Усього,18669.0
2024-12-01,2024,12,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,23714.0
2024-12-01,2024,12,Україна,Авіаційний транспорт,43416.0
2024-12-01,2024,12,Україна,Наземний і трубопровідний транспорт,19323.0
2024-12-01,2024,12,Україна,"Діяльність у сфері творчості, мистецтва та розваг",13136.0
2024-12-01,2024,12,Україна,Добування кам'яного та бурого вугілля,29723.0
2024-12-01,2024,12,Україна,Виробництво електричного устатковання,20443.0
2024-12-01,2024,12,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,40928.0
2024-12-01,2024,12,Україна,Сільське господарство та надання пов'язаних із ними послуг,17710.0
2024-12-01,2024,12,Україна,Виробництво коксу та продуктів нафтоперероблення,23621.0
2024-12-01,2024,12,Україна,"Сільське господарство, лісове господарство та рибне господарство",18088.0
2024-12-01,2024,12,Україна,Виробництво хімічних речовин і хімічної продукції,18791.0
2024-12-01,2024,12,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",13140.0
2024-12-01,2024,12,Україна,Водний транспорт,25768.0
2024-12-01,2024,12,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",33799.0
2024-12-01,2024,12,Україна,Поштова та кур'єрська діяльність,16901.0
2024-12-01,2024,12,Україна,Наукові дослідження та розробки,22443.0
2024-12-01,2024,12,Україна,Охорона здоров'я,17124.0
2024-12-01,2024,12,Україна,"Виробництво машин і устатковання, н.в.і.у.",20000.0
2024-12-01,2024,12,Україна,Тимчасове розміщування й організація харчування,15835.0
2024-12-01,2024,12,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",25361.0
2024-12-01,2024,12,Україна,Переробна промисловість,22258.0
2024-12-01,2024,12,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",14455.0
2024-12-01,2024,12,Україна,Добувна промисловість і розроблення кар'єрів,27202.0
2024-12-01,2024,12,Україна,Фінансова та страхова діяльність,41204.0
2024-12-01,2024,12,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",21347.0
2024-12-01,2024,12,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",27721.0
2024-12-01,2024,12,Україна,Промисловість,23241.0
2024-12-01,2024,12,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",20195.0
2024-12-01,2024,12,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",25667.0
2024-12-01,2024,12,Україна,Будівництво,16974.0
2024-12-01,2024,12,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,25273.0
2024-12-01,2024,12,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",21073.0
2024-12-01,2024,12,Україна,"Водопостачання; каналізація, поводження з відходами",16818.0
2024-12-01,2024,12,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",21633.0
2024-12-01,2024,12,Україна,Інформація та телекомунікації,52477.0
2024-12-01,2024,12,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",19313.0
2024-12-01,2024,12,Дніпропетровська,Усього,22233.0
2024-12-01,2024,12,Запорізька,Усього,19257.0
2024-12-01,2024,12,Донецька,Усього,21801.0
2024-12-01,2024,12,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,17536.0
2024-12-01,2024,12,Україна,Освіта,14584.0
2024-12-01,2024,12,Київська,Усього,21597.0
2024-12-01,2024,12,Україна,Операції з нерухомим майном,19667.0
2024-12-01,2024,12,Україна,Усього,21522.0
2024-12-01,2024,12,Україна,"Професійна, наукова та технічна діяльність",28974.0
2024-12-01,2024,12,Україна,Надання інших видів послуг,25433.0
2024-12-01,2024,12,Україна,"Мистецтво, спорт, розваги та відпочинок",15889.0
2024-12-01,2024,12,Україна,Охорона здоров'я та надання соціальної допомоги,16859.0
2024-12-01,2024,12,Івано-Франківська,Усього,17069.0
2024-12-01,2024,12,Україна,Державне управління й оборона; обов'язкове соціальне страхування,29123.0
2024-12-01,2024,12,Львівська,Усього,19410.0
2024-12-01,2024,12,Київ,Усього,32799.0
2024-12-01,2024,12,Одеська,Усього,18025.0
2024-12-01,2024,12,Харківська,Усього,18446.0
2024-12-01,2024,12,Полтавська,Усього,19054.0
2025-01-01,2025,1,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,26373.0
2025-01-01,2025,1,Україна,Авіаційний транспорт,52433.0
2025-01-01,2025,1,Україна,Наземний і трубопровідний транспорт,20961.0
2025-01-01,2025,1,Україна,"Діяльність у сфері творчості, мистецтва та розваг",12580.0
2025-01-01,2025,1,Україна,Добування кам'яного та бурого вугілля,32038.0
2025-01-01,2025,1,Україна,Виробництво електричного устатковання,22721.0
2025-01-01,2025,1,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,42768.0
2025-01-01,2025,1,Україна,Сільське господарство та надання пов'язаних із ними послуг,20733.0
2025-01-01,2025,1,Україна,Виробництво коксу та продуктів нафтоперероблення,27072.0
2025-01-01,2025,1,Україна,"Сільське господарство, лісове господарство та рибне господарство",20682.0
2025-01-01,2025,1,Україна,Виробництво хімічних речовин і хімічної продукції,25335.0
2025-01-01,2025,1,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",11995.0
2025-01-01,2025,1,Україна,Водний транспорт,26137.0
2025-01-01,2025,1,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",36829.0
2025-01-01,2025,1,Україна,Поштова та кур'єрська діяльність,17768.0
2025-01-01,2025,1,Україна,Наукові дослідження та розробки,21835.0
2025-01-01,2025,1,Україна,Охорона здоров'я,16545.0
2025-01-01,2025,1,Україна,"Виробництво машин і устатковання, н.в.і.у.",22334.0
2025-01-01,2025,1,Україна,Тимчасове розміщування й організація харчування,16712.0
2025-01-01,2025,1,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",29861.0
2025-01-01,2025,1,Україна,Переробна промисловість,25371.0
2025-01-01,2025,1,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",16126.0
2025-01-01,2025,1,Україна,Добувна промисловість і розроблення кар'єрів,29490.0
2025-01-01,2025,1,Україна,Фінансова та страхова діяльність,44295.0
2025-01-01,2025,1,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",24521.0
2025-01-01,2025,1,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",30470.0
2025-01-01,2025,1,Україна,Промисловість,25986.0
2025-01-01,2025,1,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",23110.0
2025-01-01,2025,1,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",28103.0
2025-01-01,2025,1,Україна,Будівництво,19595.0
2025-01-01,2025,1,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,28208.0
2025-01-01,2025,1,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",24779.0
2025-01-01,2025,1,Україна,"Водопостачання; каналізація, поводження з відходами",17872.0
2025-01-01,2025,1,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",23873.0
2025-01-01,2025,1,Україна,Інформація та телекомунікації,63592.0
2025-01-01,2025,1,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",20921.0
2025-01-01,2025,1,Дніпропетровська,Усього,24429.0
2025-01-01,2025,1,Запорізька,Усього,22288.0
2025-01-01,2025,1,Донецька,Усього,21607.0
2025-01-01,2025,1,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,18371.0
2025-01-01,2025,1,Україна,Освіта,13822.0
2025-01-01,2025,1,Київська,Усього,22932.0
2025-01-01,2025,1,Україна,Операції з нерухомим майном,20633.0
2025-01-01,2025,1,Україна,Усього,22992.0
2025-01-01,2025,1,Україна,"Професійна, наукова та технічна діяльність",28823.0
2025-01-01,2025,1,Україна,Надання інших видів послуг,27031.0
2025-01-01,2025,1,Україна,"Мистецтво, спорт, розваги та відпочинок",15660.0
2025-01-01,2025,1,Україна,Охорона здоров'я та надання соціальної допомоги,16460.0
2025-01-01,2025,1,Івано-Франківська,Усього,18049.0
2025-01-01,2025,1,Україна,Державне управління й оборона; обов'язкове соціальне страхування,27396.0
2025-01-01,2025,1,Львівська,Усього,21146.0
2025-01-01,2025,1,Київ,Усього,34978.0
2025-01-01,2025,1,Одеська,Усього,18855.0
2025-01-01,2025,1,Харківська,Усього,19108.0
2025-01-01,2025,1,Полтавська,Усього,19962.0
2025-02-01,2025,2,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,26227.0
2025-02-01,2025,2,Україна,Авіаційний транспорт,51669.0
2025-02-01,2025,2,Україна,Наземний і трубопровідний транспорт,20645.0
2025-02-01,2025,2,Україна,"Діяльність у сфері творчості, мистецтва та розваг",12708.0
2025-02-01,2025,2,Україна,Добування кам'яного та бурого вугілля,31692.0
2025-02-01,2025,2,Україна,Виробництво електричного устатковання,22899.0
2025-02-01,2025,2,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,42800.0
2025-02-01,2025,2,Україна,Сільське господарство та надання пов'язаних із ними послуг,20689.0
2025-02-01,2025,2,Україна,Виробництво коксу та продуктів нафтоперероблення,26002.0
2025-02-01,2025,2,Україна,"Сільське господарство, лісове господарство та рибне господарство",20673.0
2025-02-01,2025,2,Україна,Виробництво хімічних речовин і хімічної продукції,24908.0
2025-02-01,2025,2,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",12220.0
2025-02-01,2025,2,Україна,Водний транспорт,24488.0
2025-02-01,2025,2,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",36777.0
2025-02-01,2025,2,Україна,Поштова та кур'єрська діяльність,18519.0
2025-02-01,2025,2,Україна,Наукові дослідження та розробки,22121.0
2025-02-01,2025,2,Україна,Охорона здоров'я,16857.0
2025-02-01,2025,2,Україна,"Виробництво машин і устатковання, н.в.і.у.",22573.0
2025-02-01,2025,2,Україна,Тимчасове розміщування й організація харчування,17696.0
2025-02-01,2025,2,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",29907.0
2025-02-01,2025,2,Україна,Переробна промисловість,25056.0
2025-02-01,2025,2,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",16009.0
2025-02-01,2025,2,Україна,Добувна промисловість і розроблення кар'єрів,29108.0
2025-02-01,2025,2,Україна,Фінансова та страхова діяльність,47314.0
2025-02-01,2025,2,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",23862.0
2025-02-01,2025,2,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",29513.0
2025-02-01,2025,2,Україна,Промисловість,25551.0
2025-02-01,2025,2,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",22936.0
2025-02-01,2025,2,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",27475.0
2025-02-01,2025,2,Україна,Будівництво,19380.0
2025-02-01,2025,2,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,28208.0
2025-02-01,2025,2,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",24213.0
2025-02-01,2025,2,Україна,"Водопостачання; каналізація, поводження з відходами",17484.0
2025-02-01,2025,2,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",23684.0
2025-02-01,2025,2,Україна,Інформація та телекомунікації,63245.0
2025-02-01,2025,2,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",21029.0
2025-02-01,2025,2,Дніпропетровська,Усього,24188.0
2025-02-01,2025,2,Запорізька,Усього,21939.0
2025-02-01,2025,2,Донецька,Усього,21478.0
2025-02-01,2025,2,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,18253.0
2025-02-01,2025,2,Україна,Освіта,14094.0
2025-02-01,2025,2,Київська,Усього,22948.0
2025-02-01,2025,2,Україна,Операції з нерухомим майном,20515.0
2025-02-01,2025,2,Україна,Усього,23062.0
2025-02-01,2025,2,Україна,"Професійна, наукова та технічна діяльність",29231.0
2025-02-01,2025,2,Україна,Надання інших видів послуг,26803.0
2025-02-01,2025,2,Україна,"Мистецтво, спорт, розваги та відпочинок",15809.0
2025-02-01,2025,2,Україна,Охорона здоров'я та надання соціальної допомоги,16757.0
2025-02-01,2025,2,Івано-Франківська,Усього,17994.0
2025-02-01,2025,2,Україна,Державне управління й оборона; обов'язкове соціальне страхування,27793.0
2025-02-01,2025,2,Львівська,Усього,20988.0
2025-02-01,2025,2,Київ,Усього,35518.0
2025-02-01,2025,2,Одеська,Усього,19000.0
2025-02-01,2025,2,Харківська,Усього,19176.0
2025-02-01,2025,2,Полтавська,Усього,20051.0
2025-03-01,2025,3,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,26061.0
2025-03-01,2025,3,Україна,Авіаційний транспорт,52527.0
2025-03-01,2025,3,Україна,Наземний і трубопровідний транспорт,20883.0
2025-03-01,2025,3,Україна,"Діяльність у сфері творчості, мистецтва та розваг",13011.0
2025-03-01,2025,3,Україна,Добування кам'яного та бурого вугілля,31782.0
2025-03-01,2025,3,Україна,Виробництво електричного устатковання,23417.0
2025-03-01,2025,3,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,43567.0
2025-03-01,2025,3,Україна,Сільське господарство та надання пов'язаних із ними послуг,21399.0
2025-03-01,2025,3,Україна,Виробництво коксу та продуктів нафтоперероблення,25569.0
2025-03-01,2025,3,Україна,"Сільське господарство, лісове господарство та рибне господарство",21530.0
2025-03-01,2025,3,Україна,Виробництво хімічних речовин і хімічної продукції,25177.0
2025-03-01,2025,3,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",12476.0
2025-03-01,2025,3,Україна,Водний транспорт,24418.0
2025-03-01,2025,3,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",37193.0
2025-03-01,2025,3,Україна,Поштова та кур'єрська діяльність,18312.0
2025-03-01,2025,3,Україна,Наукові дослідження та розробки,22652.0
2025-03-01,2025,3,Україна,Охорона здоров'я,17220.0
2025-03-01,2025,3,Україна,"Виробництво машин і устатковання, н.в.і.у.",23350.0
2025-03-01,2025,3,Україна,Тимчасове розміщування й організація харчування,17825.0
2025-03-01,2025,3,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",30645.0
2025-03-01,2025,3,Україна,Переробна промисловість,25542.0
2025-03-01,2025,3,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",16220.0
2025-03-01,2025,3,Україна,Добувна промисловість і розроблення кар'єрів,29824.0
2025-03-01,2025,3,Україна,Фінансова та страхова діяльність,50057.0
2025-03-01,2025,3,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",24160.0
2025-03-01,2025,3,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",31168.0
2025-03-01,2025,3,Україна,Промисловість,26245.0
2025-03-01,2025,3,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",23146.0
2025-03-01,2025,3,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",28613.0
2025-03-01,2025,3,Україна,Будівництво,19856.0
2025-03-01,2025,3,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,28862.0
2025-03-01,2025,3,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",24358.0
2025-03-01,2025,3,Україна,"Водопостачання; каналізація, поводження з відходами",17887.0
2025-03-01,2025,3,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",23747.0
2025-03-01,2025,3,Україна,Інформація та телекомунікації,65419.0
2025-03-01,2025,3,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",21476.0
2025-03-01,2025,3,Дніпропетровська,Усього,24647.0
2025-03-01,2025,3,Запорізька,Усього,22158.0
2025-03-01,2025,3,Донецька,Усього,21503.0
2025-03-01,2025,3,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,18650.0
2025-03-01,2025,3,Україна,Освіта,14316.0
2025-03-01,2025,3,Київська,Усього,23301.0
2025-03-01,2025,3,Україна,Операції з нерухомим майном,20931.0
2025-03-01,2025,3,Україна,Усього,23629.0
2025-03-01,2025,3,Україна,"Професійна, наукова та технічна діяльність",30488.0
2025-03-01,2025,3,Україна,Надання інших видів послуг,27480.0
2025-03-01,2025,3,Україна,"Мистецтво, спорт, розваги та відпочинок",16114.0
2025-03-01,2025,3,Україна,Охорона здоров'я та надання соціальної допомоги,17116.0
2025-03-01,2025,3,Івано-Франківська,Усього,18256.0
2025-03-01,2025,3,Україна,Державне управління й оборона; обов'язкове соціальне страхування,28225.0
2025-03-01,2025,3,Львівська,Усього,21420.0
2025-03-01,2025,3,Київ,Усього,36751.0
2025-03-01,2025,3,Одеська,Усього,19198.0
2025-03-01,2025,3,Харківська,Усього,19538.0
2025-03-01,2025,3,Полтавська,Усього,20680.0
2025-04-01,2025,4,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,26288.0
2025-04-01,2025,4,Україна,Авіаційний транспорт,53416.0
2025-04-01,2025,4,Україна,Наземний і трубопровідний транспорт,21192.0
2025-04-01,2025,4,Україна,"Діяльність у сфері творчості, мистецтва та розваг",13131.0
2025-04-01,2025,4,Україна,Добування кам'яного та бурого вугілля,32836.0
2025-04-01,2025,4,Україна,Виробництво електричного устатковання,23818.0
2025-04-01,2025,4,Україна,Виробництво основних фармацевтичних продуктів і фармацевтичних препаратів,45050.0
2025-04-01,2025,4,Україна,Сільське господарство та надання пов'язаних із ними послуг,21816.0
2025-04-01,2025,4,Україна,Виробництво коксу та продуктів нафтоперероблення,26396.0
2025-04-01,2025,4,Україна,"Сільське господарство, лісове господарство та рибне господарство",21929.0
2025-04-01,2025,4,Україна,Виробництво хімічних речовин і хімічної продукції,25956.0
2025-04-01,2025,4,Україна,"Функціювання бібліотек, архівів, музеїв та інших закладів культури",12719.0
2025-04-01,2025,4,Україна,Водний транспорт,24973.0
2025-04-01,2025,4,Україна,"Виробництво комп'ютерів, електронної та оптичної продукції",37691.0
2025-04-01,2025,4,Україна,Поштова та кур'єрська діяльність,18537.0
2025-04-01,2025,4,Україна,Наукові дослідження та розробки,23105.0
2025-04-01,2025,4,Україна,Охорона здоров'я,17480.0
2025-04-01,2025,4,Україна,"Виробництво машин і устатковання, н.в.і.у.",24187.0
2025-04-01,2025,4,Україна,Тимчасове розміщування й організація харчування,17918.0
2025-04-01,2025,4,Україна,"Виробництво автотранспортних засобів, причепів і напівпричепів та інших транспортних засобів",31078.0
2025-04-01,2025,4,Україна,Переробна промисловість,25969.0
2025-04-01,2025,4,Україна,"Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів",16262.0
2025-04-01,2025,4,Україна,Добувна промисловість і розроблення кар'єрів,30461.0
2025-04-01,2025,4,Україна,Фінансова та страхова діяльність,51320.0
2025-04-01,2025,4,Україна,"Виробництво харчових продуктів, напоїв і тютюнових виробів",24306.0
2025-04-01,2025,4,Україна,"Постачання електроенергії, газу, пари та кондиційованого повітря",31826.0
2025-04-01,2025,4,Україна,Промисловість,26693.0
2025-04-01,2025,4,Україна,"Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції",23924.0
2025-04-01,2025,4,Україна,"Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання",28970.0
2025-04-01,2025,4,Україна,Будівництво,20195.0
2025-04-01,2025,4,Україна,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,29299.0
2025-04-01,2025,4,Україна,"Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання",24755.0
2025-04-01,2025,4,Україна,"Водопостачання; каналізація, поводження з відходами",17974.0
2025-04-01,2025,4,Україна,"Транспорт, складське господарство, поштова та кур'єрська діяльність",24038.0
2025-04-01,2025,4,Україна,Інформація та телекомунікації,65283.0
2025-04-01,2025,4,Україна,"Виготовлення виробів з деревини, паперу та  поліграфічна діяльність",21927.0
2025-04-01,2025,4,Дніпропетровська,Усього,24925.0
2025-04-01,2025,4,Запорізька,Усього,23392.0
2025-04-01,2025,4,Донецька,Усього,21824.0
2025-04-01,2025,4,Україна,Діяльність у сфері адміністративного та допоміжного обслуговування,18863.0
2025-04-01,2025,4,Україна,Освіта,14478.0
2025-04-01,2025,4,Київська,Усього,23786.0
2025-04-01,2025,4,Україна,Операції з нерухомим майном,21224.0
2025-04-01,2025,4,Україна,Усього,24011.0
2025-04-01,2025,4,Україна,"Професійна, наукова та технічна діяльність",31660.0
2025-04-01,2025,4,Україна,Надання інших видів послуг,28028.0
2025-04-01,2025,4,Україна,"Мистецтво, спорт, розваги та відпочинок",16371.0
2025-04-01,2025,4,Україна,Охорона здоров'я та надання соціальної допомоги,17371.0
2025-04-01,2025,4,Івано-Франківська,Усього,18613.0
2025-04-01,2025,4,Україна,Державне управління й оборона; обов'язкове соціальне страхування,28776.0
2025-04-01,2025,4,Львівська,Усього,21762.0
2025-04-01,2025,4,Київ,Усього,37399.0
2025-04-01,2025,4,Одеська,Усього,19394.0
2025-04-01,2025,4,Харківська,Усього,19766.0
2025-04-01,2025,4,Полтавська,Усього,20825.0
2025-05-01,2025,5,Україна,Складське господарство та допоміжна діяльність у сфері транспорту,26285.0
2025-05-01,2025,5,Україна,Авіаційний транспорт,54579.0
2025-05-01,2025,5,Україна,Наземний і трубопровідний транспорт,21344.0
2025-05-01,2025,5,Україна,"Діяльність у сфері творчості, мистецтва та розваг",13257.0
2025-05-01,2025,5,Україна,Добування кам'яного та бурого вугілля,33259.0
